age,study_hours,attendance,math,science,english,previous,final_marks
24,11.31,93.26,72,21,20,36,49.01
19,1.96,80.21,93,22,75,42,56.98
21,7.14,99.9,87,62,77,92,80.95
17,3.79,50.12,44,93,40,53,60.85
21,2.53,45.27,32,54,73,48,55.92
18,3.41,48.36,59,92,90,51,70.6
24,7.36,56.16,91,59,62,89,74.68
17,1.72,65.01,26,77,73,51,63.52
24,5.78,91.76,51,53,21,46,43.3
20,2.49,57.02,43,44,33,76,43.4
23,4.0,94.91,20,75,22,36,40.01
17,3.1,67.77,66,51,33,46,46.0
21,10.71,78.82,70,41,24,91,61.19
18,8.79,55.86,55,84,58,92,79.27
20,10.55,49.36,46,40,20,36,55.15
23,5.22,92.17,89,99,62,58,83.35
16,4.45,46.57,61,40,78,33,57.76
20,5.19,86.44,95,47,97,45,77.85
18,1.2,74.86,87,38,34,88,56.82
19,8.97,91.67,89,33,65,70,75.06
17,4.85,83.07,32,43,26,89,43.97
24,4.45,56.9,44,39,61,87,57.78
18,7.58,74.47,41,51,26,69,47.96
17,5.8,40.78,40,93,66,87,62.91
24,11.79,68.51,34,71,97,90,67.7
22,4.92,45.16,86,84,38,74,64.26
21,7.75,65.74,56,71,72,77,76.26
16,4.43,46.58,64,77,35,40,65.7
20,11.9,97.33,45,98,81,85,78.81
18,5.9,71.38,74,29,85,52,56.24
16,7.98,94.79,69,89,84,62,77.9
19,2.39,41.34,54,34,70,81,53.45
17,9.06,78.26,60,66,55,57,61.29
17,3.96,58.42,91,29,54,33,59.07
18,5.93,65.91,30,40,43,80,44.32
23,10.71,92.39,27,38,88,39,59.97
23,11.68,98.8,73,87,48,81,83.74
22,5.67,54.79,20,41,20,38,27.95
21,10.18,96.9,39,82,76,47,63.23
24,1.59,81.32,53,57,28,69,51.93
19,10.32,97.08,76,34,99,51,70.45
16,7.92,73.74,32,89,34,63,66.06
23,6.38,97.65,73,94,93,77,88.54
22,10.79,93.55,72,63,35,45,63.38
22,10.3,47.72,71,49,67,78,76.58
18,4.27,58.65,25,43,55,92,44.94
19,9.71,54.58,55,65,72,69,61.43
24,2.09,74.33,44,23,98,85,52.63
21,10.05,88.17,77,25,22,77,51.46
20,8.43,85.56,74,57,38,66,69.74
18,1.97,83.6,22,45,60,41,36.37
24,8.51,62.52,47,38,56,61,57.27
20,7.39,48.38,87,21,78,52,60.47
20,7.54,52.64,57,87,86,50,66.39
19,4.2,84.5,53,88,27,41,61.66
19,3.93,48.85,32,66,33,78,55.45
16,9.39,53.38,24,48,80,76,56.2
22,3.82,65.47,79,83,54,91,74.01
24,5.91,44.33,36,99,35,67,70.63
18,8.64,52.76,76,31,90,55,71.44
17,1.88,48.99,50,92,54,69,68.17
18,7.54,97.08,84,30,27,45,45.18
16,7.48,51.49,85,27,79,48,59.52
21,8.53,91.71,52,79,31,79,64.02
22,5.07,46.89,23,45,68,85,51.38
17,5.94,92.18,74,51,99,58,77.14
23,4.63,75.97,43,58,87,67,56.85
21,9.89,90.98,51,23,54,90,57.69
19,2.44,92.04,92,63,64,65,66.61
20,11.59,75.78,66,54,60,39,68.9
23,7.98,95.06,35,70,80,76,60.99
18,10.76,75.13,40,70,95,73,78.23
18,5.69,82.75,86,48,34,91,66.25
19,4.66,64.96,50,97,86,36,70.11
16,10.91,94.84,33,55,78,48,62.15
24,2.09,89.45,25,97,21,62,49.94
23,2.29,50.0,88,79,25,53,64.92
23,4.29,74.58,48,34,76,52,47.32
21,11.56,93.81,74,70,35,82,74.21
22,7.96,87.58,56,69,42,50,60.65
21,7.1,97.75,78,74,60,66,73.97
24,8.76,53.88,55,31,49,78,53.18
18,5.59,62.05,95,69,86,54,75.12
18,9.34,70.43,78,81,74,68,90.99
18,5.33,53.96,97,24,99,59,68.11
18,10.09,63.64,83,46,23,72,67.58
24,3.94,72.25,62,98,47,83,66.77
19,4.05,51.48,61,28,69,61,41.28
22,6.75,55.4,93,54,47,78,70.98
24,5.74,47.49,79,32,72,31,63.29
22,8.13,82.8,81,63,86,76,84.99
24,5.01,61.69,83,65,45,52,70.53
18,3.54,53.22,77,87,58,35,68.85
19,6.17,70.44,21,96,32,70,60.04
23,7.17,44.09,97,93,90,71,87.1
21,2.57,95.4,90,72,73,82,75.25
20,7.12,57.67,27,20,32,68,37.22
19,4.51,93.19,75,30,78,39,60.6
23,5.32,69.86,55,69,23,79,54.97
16,4.07,91.01,88,28,99,37,67.16
24,11.25,54.82,32,57,76,30,62.72
16,8.52,50.52,58,32,79,30,50.99
23,3.89,90.96,25,24,66,56,44.65
19,8.1,52.78,38,44,96,90,55.36
24,10.33,84.77,44,29,93,77,52.65
20,5.42,60.68,22,24,24,52,32.86
18,10.13,84.89,72,41,55,73,64.56
24,2.7,94.46,47,61,38,69,54.45
24,10.05,98.9,45,39,49,40,52.82
19,6.94,61.59,66,47,60,40,63.55
19,3.45,62.05,27,40,67,60,48.14
23,5.48,98.88,76,30,47,89,61.95
17,11.87,91.69,74,88,50,84,88.39
24,9.62,42.71,98,56,76,53,81.37
21,7.33,74.41,20,68,62,91,58.62
24,2.27,50.87,59,88,84,48,75.41
23,5.6,99.64,42,52,28,69,48.97
22,3.89,48.34,73,64,31,46,56.31
16,1.78,73.56,61,27,31,79,52.24
18,6.96,79.91,99,25,61,41,62.16
17,10.78,96.22,69,34,92,44,69.52
20,8.43,90.84,23,34,72,68,51.63
20,3.75,54.75,27,28,76,42,42.53
20,7.31,74.36,55,80,35,48,71.11
19,11.38,97.21,29,75,96,86,72.72
20,8.95,84.14,49,24,69,89,65.13
18,8.58,81.3,35,45,23,85,42.94
16,11.65,85.29,49,99,32,54,69.94
20,9.79,59.35,83,76,79,33,76.73
24,2.5,83.76,93,54,47,81,71.75
24,4.82,53.97,30,29,31,36,27.43
19,11.62,65.69,53,99,43,74,76.47
18,6.39,93.4,99,40,20,38,64.12
16,2.23,41.14,74,31,53,38,48.18
17,6.04,64.86,23,28,22,32,28.07
23,8.67,56.01,68,35,41,92,55.25
16,11.97,51.92,63,92,46,31,73.84
23,4.56,90.31,50,73,40,60,51.29
22,6.65,81.79,67,42,32,67,48.89
23,10.68,46.76,45,58,63,36,58.75
21,4.91,69.67,89,41,99,39,73.19
24,2.2,68.01,31,74,43,88,55.51
18,11.44,48.55,64,50,65,30,65.17
19,6.37,87.99,27,93,36,66,54.28
21,6.53,62.0,28,66,24,54,38.2
23,7.83,85.72,20,46,57,34,49.83
20,1.04,51.52,24,67,78,85,48.5
18,11.24,58.9,90,58,46,71,75.59
21,4.98,45.71,73,40,73,93,55.09
19,5.37,48.61,43,34,90,78,59.19
24,2.92,92.99,45,64,74,75,62.07
18,5.16,46.55,29,38,90,31,53.03
19,9.84,45.74,80,72,62,33,75.75
22,9.8,96.42,59,74,57,91,71.66
22,11.29,78.75,63,68,80,56,71.51
19,5.44,46.05,31,97,64,46,64.21
21,8.8,98.3,41,80,77,81,69.54
18,6.58,48.83,46,79,48,86,47.24
21,9.84,85.98,86,95,73,59,85.9
17,8.84,42.09,88,43,53,94,64.47
23,5.05,77.47,33,58,40,45,45.2
17,4.7,72.8,44,80,64,56,64.65
22,3.78,52.48,71,42,20,76,57.48
24,7.34,78.59,78,91,29,43,80.04
16,11.6,77.02,57,98,77,31,80.97
23,3.2,87.9,39,58,47,68,49.39
22,2.05,92.55,97,91,80,84,91.98
21,2.31,70.61,39,30,49,55,33.9
21,9.61,69.42,75,61,47,73,65.53
21,4.85,77.3,49,44,48,67,50.96
24,3.47,83.75,60,53,50,41,45.45
17,4.88,61.37,90,41,87,46,69.67
16,8.1,70.28,82,21,93,54,61.05
21,7.01,75.11,88,70,50,93,77.53
23,9.18,99.3,48,35,60,40,52.19
18,4.73,75.26,98,30,83,47,63.2
16,5.97,53.45,96,97,61,65,79.25
24,2.12,75.28,63,88,63,32,66.39
16,1.8,89.17,98,81,50,38,77.09
18,6.08,91.44,76,38,30,76,60.91
23,4.32,88.02,43,48,55,79,55.67
18,7.74,93.29,38,61,51,93,63.18
19,1.47,60.09,36,42,58,76,47.2
23,2.34,70.45,88,79,86,71,76.58
16,10.52,86.78,80,92,79,78,95.33
21,7.23,55.87,23,37,44,59,38.24
16,8.83,62.29,41,74,47,37,65.95
16,10.26,89.87,93,37,38,66,69.43
23,6.1,86.21,25,46,48,37,42.73
19,9.37,98.27,49,20,69,92,50.0
16,6.77,99.76,94,33,38,40,62.01
22,3.45,54.44,30,78,75,87,61.46
20,4.71,94.03,67,97,37,63,77.6
20,6.39,45.67,65,52,64,68,57.12
16,4.49,82.59,46,55,99,45,67.75
21,4.69,53.21,38,58,60,33,58.04
24,4.71,58.02,78,95,32,75,69.03
24,2.35,96.78,87,64,87,51,78.29
23,1.93,55.79,73,44,96,42,69.92
20,1.51,80.39,36,34,87,71,57.58
16,2.22,50.69,69,39,43,63,56.95
24,4.78,45.6,59,53,52,42,63.06
16,7.53,60.36,30,77,92,58,65.93
23,3.07,77.45,33,79,74,76,62.21
20,10.77,54.88,32,97,22,40,66.66
18,9.89,58.01,99,49,22,92,57.35
22,6.73,82.52,47,32,49,80,49.81
22,8.97,46.17,63,97,37,89,70.0
24,5.03,66.81,82,86,85,76,82.74
22,1.4,96.5,80,64,62,33,66.98
18,10.95,63.82,36,59,92,36,65.75
16,2.41,66.05,69,99,85,60,79.1
23,11.43,84.29,45,57,46,59,60.3
18,7.29,86.74,26,94,38,58,64.66
23,4.36,86.18,98,66,35,72,68.49
23,6.45,99.87,35,48,45,51,47.65
20,6.52,44.29,36,53,33,77,44.07
16,1.26,98.94,54,30,66,77,52.03
22,4.91,97.01,42,39,37,86,41.13
20,9.14,91.13,88,39,47,51,71.27
23,6.61,67.25,28,92,38,56,62.05
24,3.69,92.25,37,75,49,92,55.38
22,4.69,53.25,94,42,40,33,64.84
22,10.49,87.5,67,44,40,32,56.29
16,6.78,51.11,91,52,67,69,67.9
19,6.81,88.92,85,50,74,57,72.99
17,11.58,76.87,42,93,49,44,59.93
17,4.53,45.88,29,98,61,80,62.64
17,6.27,93.72,57,20,56,55,51.58
19,9.93,74.68,78,73,60,64,84.62
16,9.35,79.37,87,35,65,44,59.4
19,3.92,57.01,62,78,79,34,61.36
17,2.66,92.3,31,85,93,75,66.53
20,8.71,72.71,72,22,20,53,46.77
18,3.83,65.27,33,34,73,31,48.18
23,11.15,72.06,71,51,54,88,76.71
19,2.42,82.2,91,69,35,65,72.76
16,4.5,81.7,80,79,24,74,65.53
16,1.6,61.45,60,27,50,66,54.37
18,8.74,63.12,40,26,56,86,49.65
24,10.8,73.73,67,23,44,41,55.18
22,7.99,95.46,75,29,81,64,67.33
17,11.32,84.73,54,79,44,51,69.7
24,2.41,63.42,63,44,86,56,64.45
17,1.97,60.22,58,61,57,36,59.38
18,10.22,71.42,34,66,67,32,62.32
17,10.41,92.2,31,51,83,33,55.16
18,10.14,40.52,27,93,21,37,50.03
21,9.79,82.63,86,92,83,74,93.41
24,4.98,57.67,20,44,88,49,50.41
24,3.39,52.5,99,35,39,34,61.25
22,11.22,40.73,61,68,30,75,61.27
18,4.38,93.8,50,35,50,64,53.95
19,5.38,94.73,93,57,54,94,72.91
21,8.7,43.69,49,24,63,44,46.51
20,4.23,71.31,62,26,74,46,58.76
17,10.01,49.15,45,96,64,75,78.9
21,1.77,85.52,31,27,40,90,41.24
18,9.7,79.92,78,52,71,72,70.75
23,7.62,57.83,88,81,39,51,72.43
17,7.3,47.02,92,93,28,38,74.07
16,6.04,89.87,30,51,28,76,45.09
24,4.05,80.46,66,20,77,32,53.41
18,6.1,40.41,42,39,90,81,54.98
16,5.95,77.67,62,74,52,60,73.81
22,7.42,88.62,96,82,20,42,62.3
20,4.1,75.45,58,97,22,31,58.02
20,1.85,65.48,92,98,58,36,80.88
16,2.6,75.04,74,25,31,58,55.5
24,8.69,77.18,37,71,35,33,50.81
22,1.25,78.4,61,21,96,33,50.91
23,10.42,98.02,45,58,69,50,65.58
24,8.64,50.72,37,51,46,74,55.23
21,9.45,77.39,60,70,48,57,66.72
20,10.2,51.28,61,88,97,37,82.76
21,2.35,52.6,52,51,88,71,61.67
17,10.05,80.16,62,22,71,46,57.96
19,6.55,94.96,33,81,25,38,61.05
18,10.74,49.54,74,32,43,90,60.0
22,10.75,97.75,77,89,59,70,81.24
24,1.27,59.16,29,40,52,58,39.39
20,5.21,63.48,47,80,28,83,56.57
21,6.79,49.22,33,33,68,61,47.04
17,8.46,76.95,45,90,86,94,74.92
18,4.15,75.79,93,41,42,72,65.35
18,3.77,66.54,36,51,41,45,47.65
24,5.19,68.57,53,60,91,50,66.07
22,6.51,77.38,33,51,97,62,62.09
23,11.46,75.01,45,61,27,55,60.06
24,9.38,62.46,53,71,38,32,53.82
21,5.72,93.05,43,73,57,52,62.19
19,1.6,80.06,89,81,25,83,77.67
16,2.85,52.32,39,62,71,76,54.44
23,6.02,59.19,58,22,53,65,61.6
22,9.95,87.27,64,57,93,64,72.44
17,5.19,46.27,53,58,30,72,54.38
23,6.92,85.01,41,89,62,62,69.08
20,10.81,61.53,90,64,54,34,65.33
22,11.05,73.1,52,65,30,33,53.27
19,3.37,56.83,25,32,59,87,46.56
20,1.48,99.19,35,71,51,81,55.13
23,4.36,94.35,91,28,68,79,61.2
16,8.65,95.71,42,76,76,56,74.28
16,11.46,51.09,37,88,84,39,71.85
19,1.85,90.5,33,62,67,91,56.36
18,1.31,72.12,69,26,71,49,63.72
17,10.73,82.47,80,63,58,61,68.66
18,9.23,53.05,55,63,73,77,62.88
16,11.91,82.72,34,87,44,78,64.98
16,5.36,94.86,24,96,64,55,64.91
21,5.58,56.05,72,63,48,64,66.21
20,2.9,54.0,67,98,51,57,66.88
23,2.27,46.26,98,59,86,94,70.95
17,7.37,56.01,30,96,31,55,61.36
19,5.01,72.15,21,62,77,87,54.57
23,1.88,89.96,43,81,39,35,54.61
21,10.76,56.73,87,62,69,79,78.63
16,3.18,77.27,98,38,27,78,65.3
19,9.23,68.78,31,68,50,87,56.97
16,4.1,57.31,78,84,43,75,78.93
17,9.94,70.62,86,96,32,50,77.08
20,2.3,50.08,51,44,91,54,49.81
23,9.32,78.37,55,60,61,92,62.54
23,2.08,46.94,40,42,97,64,49.21
18,5.92,83.86,89,77,98,62,81.08
19,9.07,50.66,85,62,98,79,82.99
21,2.91,99.89,28,59,45,53,52.85
18,4.14,89.42,95,49,57,52,56.62
17,10.51,60.63,63,53,57,66,69.07
21,10.74,65.57,78,29,74,92,75.39
20,1.49,55.55,43,79,29,85,65.18
20,2.85,86.03,82,20,30,92,54.57
20,2.29,62.84,97,31,22,48,43.76
20,2.98,85.31,60,65,42,50,50.93
18,11.67,41.1,95,94,81,68,95.94
22,7.07,48.14,93,36,89,55,70.76
21,6.15,61.9,21,77,60,80,54.47
19,11.83,46.53,47,57,60,89,56.82
17,7.13,76.07,35,25,23,35,30.46
24,8.27,43.05,78,81,22,36,67.37
16,4.66,91.59,20,93,70,89,67.66
19,5.2,85.68,20,29,74,90,51.95
16,7.54,52.98,50,45,82,34,63.83
21,1.77,69.03,41,77,68,37,53.24
19,3.81,67.11,95,36,91,62,74.85
20,3.16,83.49,78,72,89,86,74.5
20,1.17,64.09,47,97,88,41,68.46
24,6.91,41.98,95,24,27,66,51.89
16,7.17,56.42,46,86,27,44,62.05
17,5.22,67.97,20,39,38,46,34.75
21,3.96,98.47,21,70,93,66,63.96
20,8.17,92.87,85,65,74,80,81.65
22,2.48,50.88,68,98,92,58,84.31
18,6.7,83.4,38,86,91,32,71.28
18,9.45,96.21,47,22,27,55,53.63
17,2.81,40.53,89,42,76,74,63.05
18,9.29,83.26,58,28,91,35,63.38
16,9.37,67.56,38,30,26,83,47.09
20,1.66,80.81,83,66,65,48,64.15
20,1.21,76.34,77,68,41,42,65.51
22,11.71,99.08,36,63,63,86,69.87
19,3.13,57.33,89,32,24,86,51.95
18,10.04,87.17,98,27,44,75,58.17
16,7.18,54.08,60,82,66,41,68.07
23,3.91,66.14,24,41,62,58,40.84
18,2.43,98.52,42,57,34,94,53.67
17,6.46,85.97,88,46,83,78,74.34
19,5.48,58.95,29,45,50,33,51.92
18,8.69,77.16,87,42,63,57,64.41
16,10.95,42.98,31,84,66,79,69.83
18,9.86,55.98,29,93,31,41,51.16
17,4.02,83.1,79,66,83,47,67.41
23,10.67,74.21,49,80,42,35,60.99
21,10.17,68.18,43,65,69,52,59.05
24,11.22,81.45,88,23,55,57,65.6
23,6.05,63.91,32,50,30,69,45.59
18,9.45,41.57,28,23,66,77,50.28
20,7.51,66.46,37,48,75,63,51.25
22,4.42,94.13,54,92,88,91,79.78
20,11.94,91.4,23,98,56,87,67.0
23,1.42,64.54,60,63,29,63,59.77
20,2.78,41.33,45,22,75,86,42.96
16,10.82,78.18,63,78,61,58,64.44
20,1.67,84.47,61,98,49,81,68.28
19,10.76,57.65,29,72,41,37,48.44
21,8.87,68.6,92,30,74,45,67.44
18,1.4,99.51,20,25,57,59,39.85
20,5.72,74.58,73,66,75,55,74.35
17,9.3,61.06,35,26,90,86,45.03
21,7.41,77.65,65,87,55,68,77.07
21,11.29,50.8,32,20,97,62,54.29
20,10.54,51.96,83,75,30,60,74.29
21,4.66,95.5,97,96,26,50,81.15
22,1.93,54.35,74,62,53,79,60.54
20,11.39,58.65,82,47,82,35,66.5
16,6.69,72.63,37,48,21,89,49.44
23,1.82,93.98,80,37,81,42,66.54
19,9.98,86.89,39,92,26,87,59.6
24,10.55,42.63,84,81,62,73,80.44
21,8.03,81.58,83,25,37,61,54.08
16,5.92,70.24,95,35,39,88,61.44
18,8.28,68.53,83,20,26,74,51.88
18,8.77,81.49,32,41,71,84,59.16
19,10.82,51.77,87,65,56,78,79.1
21,11.51,98.89,89,81,65,90,83.1
22,6.66,78.72,76,42,61,69,57.11
19,9.78,61.94,64,40,79,63,69.92
21,11.61,76.01,57,70,99,41,79.49
16,2.66,52.99,73,57,97,44,73.86
23,1.2,78.03,55,47,51,38,52.24
22,10.56,41.69,86,63,57,49,78.55
24,3.15,60.47,98,58,58,78,60.27
18,1.47,84.85,30,61,45,43,45.49
17,2.76,88.48,46,61,49,34,48.55
16,5.23,55.18,36,79,60,77,71.24
18,3.41,72.36,52,76,28,86,53.07
20,4.36,71.71,24,96,51,89,55.6
17,11.73,65.29,81,26,75,72,64.2
18,8.75,53.71,84,70,72,93,77.25
19,8.83,82.19,90,96,26,31,73.69
22,2.04,55.14,86,51,95,30,72.08
18,9.05,94.66,99,26,42,93,74.89
24,9.13,71.71,99,95,71,53,93.75
23,8.26,92.23,63,59,40,31,71.58
19,3.51,57.44,33,34,95,88,60.12
16,5.65,88.42,76,78,42,63,66.87
16,10.31,46.82,67,31,88,85,65.87
16,8.37,86.01,36,96,37,34,65.63
16,9.06,63.22,63,61,56,84,61.73
23,7.46,68.2,23,58,26,65,44.07
18,5.95,50.01,49,82,80,84,74.41
21,9.35,41.12,94,21,22,39,62.21
18,1.75,79.97,74,48,20,75,53.72
20,8.4,75.26,49,80,79,81,74.33
22,11.97,77.35,37,48,25,91,56.02
17,9.58,55.3,92,57,90,33,68.08
21,4.2,54.36,63,26,77,85,55.01
21,4.06,89.82,81,49,50,40,56.6
18,8.34,85.68,50,75,27,79,65.92
21,10.85,60.21,35,55,97,90,65.26
20,7.36,78.27,96,61,34,52,75.23
17,6.8,89.69,42,23,26,59,42.93
24,2.76,93.33,33,24,26,54,33.87
23,8.87,40.35,21,65,52,59,48.7
18,8.73,88.81,31,94,60,68,64.44
23,11.64,61.02,77,21,76,40,69.41
24,4.3,83.1,75,73,26,65,53.66
18,9.32,62.28,43,78,78,81,70.46
18,5.77,76.37,56,52,39,34,52.66
17,7.14,78.81,48,41,90,43,47.6
23,9.98,64.3,61,66,69,49,74.88
16,3.44,70.77,37,25,33,49,37.56
23,4.77,83.58,22,43,34,73,45.41
22,9.51,68.58,96,68,29,54,75.47
22,7.28,40.84,32,70,84,70,67.06
18,2.02,40.77,48,60,74,31,58.07
16,5.73,79.68,85,86,47,41,77.61
19,7.45,90.83,78,98,67,57,84.6
24,11.0,87.12,67,21,22,73,56.57
20,3.07,58.62,23,97,79,42,75.12
16,9.87,68.27,70,62,22,72,58.56
20,2.44,54.05,24,51,94,84,57.01
23,3.66,99.35,58,31,87,37,60.01
23,3.68,55.63,60,42,58,93,49.65
20,10.65,64.98,24,35,73,41,57.99
24,3.19,80.87,27,63,51,70,54.15
16,9.66,92.56,75,21,35,73,57.33
19,6.08,43.09,44,26,36,40,37.62
18,11.99,58.06,71,40,30,48,61.22
17,10.23,74.14,71,77,51,89,70.15
23,9.14,77.1,26,42,46,56,55.32
22,10.58,44.2,80,79,24,56,74.36
24,7.97,79.84,66,44,37,43,54.72
17,10.28,71.68,85,54,22,53,70.76
19,3.87,89.66,78,64,47,93,60.31
21,2.07,53.33,24,26,85,53,36.66
18,7.78,51.7,63,88,53,31,68.38
23,5.78,87.6,61,51,41,81,59.62
18,5.69,82.23,80,72,49,41,70.62
17,6.79,87.5,82,88,67,94,84.89
18,4.98,86.92,69,44,84,89,74.34
21,7.89,46.24,57,96,80,87,72.22
17,1.34,56.71,73,21,38,71,37.3
23,11.67,55.61,63,80,71,30,65.64
16,11.17,96.08,43,28,60,51,46.05
22,11.29,69.25,82,70,84,42,79.7
17,5.02,46.66,58,21,69,94,52.76
21,6.85,57.37,31,64,60,67,57.46
17,11.5,92.31,82,51,52,93,75.69
17,10.93,90.82,28,91,36,81,66.12
23,9.69,94.02,98,99,74,61,85.19
17,5.48,63.31,41,94,65,56,65.86
22,7.21,78.48,55,51,78,90,63.9
18,9.72,56.69,93,27,90,91,80.29
23,4.0,50.85,47,39,76,32,51.97
22,7.89,41.31,75,84,39,60,79.6
23,10.11,53.41,48,40,60,93,54.01
22,8.78,76.26,24,26,94,71,50.69
21,6.27,94.25,23,28,90,87,56.67
22,7.43,48.01,70,21,57,72,52.18
20,11.88,95.08,34,38,46,61,53.6
22,7.62,60.72,79,79,28,59,65.41
16,9.64,65.61,45,89,87,90,83.91
16,8.99,61.9,42,78,57,57,56.83
24,8.72,64.52,48,88,44,74,77.24
20,8.88,55.55,76,64,33,39,66.7
20,6.0,81.92,81,81,56,45,76.05
18,6.22,85.49,78,29,69,60,63.49
20,6.15,89.39,67,84,91,39,73.69
18,1.37,60.48,54,45,61,41,53.88
24,3.65,85.88,65,79,94,57,72.63
24,2.7,78.26,52,37,73,47,41.83
21,10.75,97.47,90,78,54,81,83.78
16,4.02,65.49,29,40,50,57,39.5
22,2.52,99.54,67,65,65,57,66.3
22,2.32,84.42,63,31,36,93,50.96
19,8.7,86.58,89,97,72,43,79.19
23,1.07,41.54,82,51,41,37,62.95
21,6.18,69.84,68,58,77,32,61.9
19,2.31,71.7,91,74,60,38,76.33
19,10.35,42.44,60,74,22,76,59.56
17,11.54,58.73,58,29,82,92,64.51
17,11.55,97.34,42,54,85,69,68.77
19,5.86,65.57,32,99,65,53,55.77
20,8.09,51.2,72,25,27,42,45.08
23,7.6,70.8,89,87,58,35,79.25
21,4.85,42.03,76,81,44,80,70.49
19,5.88,70.96,95,28,98,89,74.18
22,1.71,75.66,86,48,66,58,69.12
23,9.75,61.46,67,90,53,45,69.51
17,3.65,85.75,39,99,87,93,75.92
22,6.07,48.14,81,25,76,84,56.21
17,6.29,92.69,64,63,44,58,60.18
17,7.17,97.33,82,83,92,84,93.41
23,10.0,40.07,27,86,81,89,69.52
17,8.61,90.56,45,63,58,70,60.46
24,8.29,70.37,57,97,95,38,75.47
16,6.79,67.68,60,33,97,35,53.05
24,2.06,54.32,21,28,26,58,35.0
16,5.42,66.84,26,42,25,47,48.65
17,11.53,97.03,44,76,73,53,68.31
21,11.95,52.65,70,76,38,80,62.98
21,9.04,50.74,69,34,66,46,66.52
16,3.5,54.51,83,83,38,50,63.6
22,2.12,73.11,31,26,53,91,44.17
23,5.56,95.82,72,39,62,83,66.08
17,10.42,74.43,94,83,32,40,81.55
23,8.94,54.61,29,38,55,72,47.35
24,10.72,66.43,80,25,44,37,58.59
21,7.77,63.42,74,70,75,52,71.43
20,2.43,42.79,87,58,40,82,53.91
24,2.26,70.64,61,84,53,69,64.35
24,1.53,47.56,85,90,44,38,70.62
16,7.24,90.53,63,44,30,53,48.97
18,3.67,72.94,47,42,38,31,44.57
24,9.08,90.68,97,77,68,33,82.55
17,8.55,97.36,77,30,68,90,73.4
19,4.5,96.59,21,53,53,93,46.05
19,2.94,46.03,74,50,21,65,53.88
17,2.13,96.69,53,57,49,70,50.95
18,9.11,87.74,39,65,57,67,50.36
18,5.95,86.66,66,31,34,44,47.21
16,4.56,45.41,45,28,94,77,51.73
21,10.42,50.77,20,32,79,59,50.24
23,7.53,98.51,84,83,23,92,80.91
18,6.7,52.8,94,39,33,54,60.66
20,9.18,50.14,34,78,27,33,49.21
16,9.97,61.74,33,41,96,47,53.39
22,8.55,94.8,74,84,30,74,78.49
16,5.84,68.57,20,79,99,94,70.63
24,5.17,95.24,52,60,69,94,61.46
23,9.49,60.06,89,64,95,56,74.58
22,6.7,53.59,75,23,57,89,53.54
22,8.75,69.71,42,89,43,88,72.42
20,10.79,76.93,73,64,57,54,66.02
20,11.07,63.49,22,77,81,63,66.9
20,4.05,60.76,65,42,75,79,69.88
16,3.07,53.08,25,51,84,84,49.23
23,3.87,56.5,44,82,36,39,53.07
16,9.27,80.39,36,27,36,87,46.38
19,5.07,62.19,47,98,46,32,55.21
24,2.91,44.79,51,44,44,85,46.91
24,2.08,48.29,42,52,95,56,57.84
20,4.6,62.34,35,85,68,45,56.19
19,2.5,95.47,45,35,77,67,63.64
18,2.72,62.74,52,74,20,82,52.94
18,8.52,43.64,77,55,32,52,59.6
20,1.22,65.08,67,91,72,85,71.7
16,2.29,80.13,74,99,40,82,72.8
20,10.29,75.62,60,26,20,48,43.34
21,10.29,56.73,81,88,96,33,74.24
22,4.62,81.29,36,27,50,58,40.81
24,1.97,77.84,78,22,80,74,67.97
18,8.75,50.33,33,54,22,50,53.46
17,4.96,49.73,40,55,94,83,56.95
18,1.5,72.83,82,98,48,81,68.61
24,2.74,79.57,65,49,67,47,48.29
22,2.51,97.71,74,34,81,46,55.31
24,7.48,65.32,81,87,44,73,73.22
17,10.88,85.9,58,77,53,53,71.77
20,9.72,46.99,61,47,37,35,51.68
19,7.01,93.38,67,61,84,56,75.7
17,5.64,77.99,47,37,47,76,53.77
24,7.81,77.74,25,24,23,75,38.92
24,5.88,48.55,78,28,40,64,52.92
21,3.71,42.38,89,28,89,86,71.65
21,8.47,82.09,58,37,40,41,54.94
23,10.61,47.02,76,75,39,58,62.79
21,5.1,47.62,73,34,60,86,61.97
16,10.26,51.25,79,98,72,84,84.14
19,5.74,45.86,36,97,81,66,74.37
22,5.41,77.52,59,81,50,82,71.87
17,1.31,65.32,85,54,44,43,67.75
24,8.65,55.97,73,59,88,50,62.22
23,9.88,66.44,90,70,91,43,83.59
23,8.3,90.65,63,79,36,82,66.2
22,2.66,95.62,86,75,98,77,93.25
19,2.14,69.25,76,94,39,85,57.37
17,7.3,74.01,55,60,64,68,66.07
18,5.42,55.43,76,73,69,70,75.57
21,5.72,70.82,62,36,70,77,48.72
20,11.65,84.89,63,44,91,57,72.55
23,8.96,69.53,81,28,97,31,56.06
21,5.53,58.12,80,75,52,51,65.89
21,1.21,74.92,30,42,48,90,47.0
16,1.38,96.8,96,21,41,65,50.9
19,8.53,93.28,52,64,86,78,71.96
20,10.22,86.15,85,84,22,32,71.09
18,8.78,56.57,42,57,25,52,52.72
24,5.46,54.49,68,25,59,88,50.44
16,1.34,90.31,39,67,95,57,66.76
21,11.64,50.88,34,63,88,62,50.69
21,11.85,76.34,85,98,24,40,84.99
20,7.04,66.34,49,26,22,37,38.5
20,1.78,68.08,23,85,23,49,46.01
